x_over_L,u_mean_over_Ulid,u_CI95_halfwidth_over_Ulid,slip_mean_over_Ulid,slip_CI95_halfwidth,temperature_mean_K,temperature_CI95_halfwidth_K,u_mean_11cell_over_Ulid,slip_mean_11cell_over_Ulid,temperature_mean_11cell_K
5.224999999999999645e-01,6.623043333333333837e-01,7.367447539925944290e-03,3.376956666666666163e-01,7.367447539925911330e-03,3.108753333333333444e+02,1.552077897713156185e+00,6.632217878787878274e-01,3.367782121212121726e-01,3.118041818181818030e+02
5.275000000000000799e-01,6.642946666666666999e-01,2.497102692586335854e-02,3.357053333333333001e-01,2.497102692586337588e-02,3.118073333333333608e+02,4.991498965263700960e+00,6.632680909090907795e-01,3.367319090909091095e-01,3.118074242424242470e+02
5.324999999999999734e-01,6.602613333333333667e-01,1.930908743559471563e-02,3.397386666666666888e-01,1.930908743559470175e-02,3.119573333333333380e+02,2.071771348030172266e+00,6.631960000000001187e-01,3.368039999999999923e-01,3.118340303030303176e+02
5.375000000000000888e-01,6.590289999999999759e-01,1.108069696117080193e-02,3.409709999999999686e-01,1.108069696117084009e-02,3.120466666666666811e+02,2.513579544266775656e+00,6.620742121212122022e-01,3.379257878787879088e-01,3.117577878787878944e+02
5.424999999999999822e-01,6.539496666666666513e-01,1.077668080795131378e-02,3.460503333333333487e-01,1.077668080795131551e-02,3.115203333333333262e+02,1.314435957374803010e+00,6.621312121212121760e-01,3.378687878787878796e-01,3.117878484848484959e+02
5.475000000000000977e-01,6.574400000000001354e-01,2.709052335613683013e-02,3.425599999999999756e-01,2.709052335613679544e-02,3.115020000000000095e+02,2.873367847374376005e+00,6.619728484848486083e-01,3.380271515151515027e-01,3.119154242424241943e+02
5.524999999999999911e-01,6.631529999999998815e-01,2.449804116920791669e-02,3.368469999999999520e-01,2.449804116920788200e-02,3.115553333333334081e+02,1.189249201730952832e+00,6.614780606060607360e-01,3.385219393939394306e-01,3.120313333333333503e+02
5.574999999999999956e-01,6.691680000000000961e-01,1.723139434561287917e-02,3.308320000000000149e-01,1.723139434561285488e-02,3.125256666666666661e+02,7.150966264674626371e-01,6.601429393939395318e-01,3.398570606060605792e-01,3.120571818181818458e+02
5.625000000000000000e-01,6.610019999999999785e-01,1.248514763167079579e-02,3.389979999999999660e-01,1.248514763167080967e-02,3.124669999999999277e+02,4.067264041874443237e+00,6.599344545454546296e-01,3.400655454545454259e-01,3.121250606060605719e+02
5.675000000000000044e-01,6.644889999999999963e-01,3.264574843904332474e-02,3.355110000000000592e-01,3.264574843904326923e-02,3.122806666666667184e+02,2.102778675834505506e+00,6.590426969696969728e-01,3.409573030303030272e-01,3.121655757575757661e+02
5.725000000000000089e-01,6.666103333333331937e-01,2.354388735859934065e-02,3.333896666666666952e-01,2.354388735859933718e-02,3.125319999999999823e+02,5.186910474791750048e+00,6.593470909090910492e-01,3.406529090909091173e-01,3.122832121212121592e+02
5.775000000000000133e-01,6.568616666666666770e-01,2.605750593221486944e-02,3.431383333333333230e-01,2.605750593221487985e-02,3.121503333333333217e+02,6.054502232863546496e+00,6.589853333333334229e-01,3.410146666666666881e-01,3.124950606060606333e+02
5.825000000000000178e-01,6.496083333333334542e-01,1.643832390510410746e-02,3.503916666666666013e-01,1.643832390510409358e-02,3.120916666666666401e+02,9.811694081082289465e-01,6.573850303030304154e-01,3.426149696969697511e-01,3.126093939393939536e+02
5.875000000000000222e-01,6.579679999999999973e-01,2.623361501461515116e-02,3.420319999999999472e-01,2.623361501461514422e-02,3.127040000000000077e+02,1.801082072665923128e+00,6.556826969696970542e-01,3.443173030303030568e-01,3.125744242424241861e+02
5.925000000000000266e-01,6.492196666666667504e-01,1.987631751235244965e-02,3.507803333333333051e-01,1.987631751235241842e-02,3.124923333333333062e+02,1.741630939804495792e+00,6.550217272727273388e-01,3.449782727272727723e-01,3.127059696969697029e+02
5.975000000000000311e-01,6.572979999999999379e-01,7.371302262337159523e-03,3.427020000000000621e-01,7.371302262337190749e-03,3.128143333333333089e+02,3.342232892327041682e+00,6.535342424242425174e-01,3.464657575757575936e-01,3.128408787878788644e+02
6.024999999999999245e-01,6.534606666666666897e-01,3.037669031738279152e-02,3.465393333333333103e-01,3.037669031738278805e-02,3.138323333333333380e+02,1.391259801315982703e+00,6.516009696969697895e-01,3.483990303030303215e-01,3.129236666666666906e+02
6.075000000000000400e-01,6.455496666666665773e-01,1.918698219762170198e-02,3.544503333333333672e-01,1.918698219762172627e-02,3.128130000000000450e+02,2.581401597025989147e+00,6.512080303030302053e-01,3.487919696969697392e-01,3.129668787878787839e+02
6.124999999999999334e-01,6.504423333333333446e-01,1.001748555578681893e-02,3.495576666666666554e-01,1.001748555578678423e-02,3.121410000000000196e+02,8.264730646951896631e+00,6.511628787878787072e-01,3.488371212121212372e-01,3.129913939393939586e+02
6.175000000000000488e-01,6.537313333333333309e-01,3.374457800254427459e-02,3.462686666666667246e-01,3.374457800254430928e-02,3.139139999999999873e+02,9.850757183791443161e-01,6.494812424242424331e-01,3.505187575757575669e-01,3.127770909090908731e+02
6.224999999999999423e-01,6.481266666666666287e-01,2.240183988793496492e-02,3.518733333333333158e-01,2.240183988793491981e-02,3.137646666666666420e+02,9.388408413336313263e-01,6.487640000000000073e-01,3.512360000000000482e-01,3.126433030303030591e+02
6.275000000000000577e-01,6.453443333333332976e-01,7.726154046327165029e-03,3.546556666666666469e-01,7.726154046327156355e-03,3.134426666666666392e+02,1.671996924369124615e+00,6.469192727272726762e-01,3.530807272727272683e-01,3.124733030303031001e+02
6.325000000000000622e-01,6.525393333333333601e-01,1.236436327593845239e-02,3.474606666666666954e-01,1.236436327593847667e-02,3.126256666666666320e+02,3.503608606944445203e+00,6.453462121212122371e-01,3.546537878787878739e-01,3.122479696969697329e+02
6.375000000000000666e-01,6.491116666666666424e-01,1.356933191065159798e-02,3.508883333333333021e-01,1.356933191065162921e-02,3.123613333333333344e+02,3.543066961387757896e+00,6.442968181818183870e-01,3.557031818181818350e-01,3.121877878787879013e+02
6.425000000000000711e-01,6.394699999999999829e-01,1.743942823153152993e-02,3.605300000000000171e-01,1.743942823153147095e-02,3.103466666666666356e+02,1.275817755742948423e+00,6.428835151515152058e-01,3.571164848484847942e-01,3.121434545454545173e+02
6.475000000000000755e-01,6.413299999999999557e-01,1.565432099328118234e-02,3.586699999999999888e-01,1.565432099328116500e-02,3.110206666666666706e+02,3.842961307707287499e+00,6.408844545454545072e-01,3.591155454545454928e-01,3.119645454545454299e+02
6.525000000000000799e-01,6.370060000000000722e-01,8.948132999175862842e-03,3.629939999999999833e-01,8.948132999175838556e-03,3.109443333333333612e+02,3.858749796061362147e+00,6.388565757575758175e-01,3.611434242424242380e-01,3.118314848484848767e+02
6.574999999999999734e-01,6.361570000000000835e-01,2.832267440140244508e-02,3.638429999999999720e-01,2.832267440140243120e-02,3.113536666666666406e+02,5.105918512065387382e+00,6.387300606060607455e-01,3.612699393939394210e-01,3.116749090909090683e+02
6.625000000000000888e-01,6.340063333333333384e-01,2.992693502810856235e-02,3.659936666666667171e-01,2.992693502810860051e-02,3.121510000000000105e+02,5.874282945148127766e+00,6.377574545454546273e-01,3.622425454545454837e-01,3.116281515151515009e+02
6.674999999999999822e-01,6.348960000000000159e-01,4.073171089806757600e-02,3.651039999999999286e-01,4.073171089806760375e-02,3.116533333333333644e+02,5.569834138507607335e+00,6.369427575757576898e-01,3.630572424242424212e-01,3.116471818181818207e+02
6.725000000000000977e-01,6.317416666666665348e-01,3.191979182030874052e-02,3.682583333333333542e-01,3.191979182030880297e-02,3.119460000000000264e+02,4.968381619252886239e+00,6.368171212121213065e-01,3.631828787878786935e-01,3.119107878787879145e+02
6.774999999999999911e-01,6.258200000000000429e-01,1.770315280675009359e-02,3.741799999999999571e-01,1.770315280675007277e-02,3.123009999999999877e+02,3.124094291998791295e+00,6.362501212121213223e-01,3.637498787878787332e-01,3.121023333333333198e+02
6.825000000000001066e-01,6.439526666666667287e-01,2.996146426229430795e-02,3.560473333333333268e-01,2.996146426229427326e-02,3.117203333333333717e+02,2.738915133453772022e+00,6.345930909090909955e-01,3.654069090909090600e-01,3.121923939393939804e+02
6.875000000000000000e-01,6.418406666666666149e-01,1.632962740078384989e-02,3.581593333333333296e-01,1.632962740078387071e-02,3.121113333333333344e+02,2.570913716761348056e+00,6.336043333333334360e-01,3.663956666666666750e-01,3.122456060606060646e+02
6.925000000000001155e-01,6.401499999999999968e-01,7.531715050826009658e-03,3.598500000000000032e-01,7.531715050825983637e-03,3.125706666666666820e+02,7.104561473602213351e-01,6.324160909090909000e-01,3.675839090909090445e-01,3.122444242424242589e+02
6.975000000000000089e-01,6.380879999999999885e-01,3.065658679492114583e-02,3.619119999999999560e-01,3.065658679492116317e-02,3.132463333333333253e+02,1.765278900185884181e+00,6.309190909090909294e-01,3.690809090909090706e-01,3.122429696969697375e+02
7.025000000000001243e-01,6.350930000000000186e-01,1.491395288936921311e-02,3.649069999999999259e-01,1.491395288936923740e-02,3.131276666666666983e+02,2.333028996025608759e+00,6.287727575757575682e-01,3.712272424242423763e-01,3.122125151515151629e+02
7.075000000000000178e-01,6.187786666666666990e-01,1.379964152410245032e-02,3.812213333333332455e-01,1.379964152410247634e-02,3.119349999999999454e+02,4.036054155397232890e+00,6.275395757575757960e-01,3.724604242424242040e-01,3.122229393939393844e+02
7.125000000000000222e-01,6.252806666666667068e-01,3.474285309088168128e-02,3.747193333333333487e-01,3.474285309088167434e-02,3.119390000000000214e+02,3.180048494496654055e+00,6.247345757575757386e-01,3.752654242424242614e-01,3.122898484848485054e+02
7.175000000000000266e-01,6.209356666666666635e-01,3.046423995310287500e-02,3.790643333333332810e-01,3.046423995310285418e-02,3.121379999999999768e+02,6.171120582832790191e+00,6.216029393939394021e-01,3.783970606060605979e-01,3.122553333333333399e+02
7.225000000000000311e-01,6.184290000000001175e-01,1.864170312869672594e-02,3.815710000000000490e-01,1.864170312869672941e-02,3.116373333333333449e+02,2.189928135000620557e+00,6.181286969696969669e-01,3.818713030303029776e-01,3.122223030303030669e+02
7.275000000000000355e-01,6.081320000000000059e-01,1.708264345173619511e-02,3.918679999999999386e-01,1.708264345173622981e-02,3.116110000000000468e+02,3.925769996876580681e+00,6.155904848484847758e-01,3.844095151515151132e-01,3.121867272727272962e+02
7.325000000000000400e-01,6.122549999999999937e-01,1.313645469090329865e-02,3.877450000000000063e-01,1.313645469090325354e-02,3.124156666666667093e+02,2.965322099030264891e+00,6.125593030303029263e-01,3.874406969696969072e-01,3.122322727272727434e+02
7.375000000000000444e-01,6.130976666666666519e-01,1.015558710808837223e-02,3.869023333333332926e-01,1.015558710808838958e-02,3.124563333333333048e+02,2.435044657563860682e+00,6.118919090909090697e-01,3.881080909090908748e-01,3.121845757575757716e+02
7.425000000000000488e-01,6.073926666666666918e-01,3.253985039216005654e-02,3.926073333333333082e-01,3.253985039216004266e-02,3.117316666666666265e+02,2.298358166628619692e+00,6.100410303030302517e-01,3.899589696969696373e-01,3.121961212121212270e+02
7.475000000000000533e-01,6.019333333333333202e-01,2.187663803462504275e-02,3.980666666666666242e-01,2.187663803462508091e-02,3.122073333333333380e+02,1.417222517397243253e+00,6.088832424242425212e-01,3.911167575757575343e-01,3.120711515151515414e+02
7.525000000000000577e-01,6.101676666666666637e-01,1.352974614598989773e-02,3.898323333333333363e-01,1.352974614598993763e-02,3.128550000000000182e+02,4.550248690489191006e+00,6.072556363636364418e-01,3.927443636363636137e-01,3.121894545454546233e+02
7.574999999999999512e-01,6.017500000000000071e-01,1.299875184540667805e-02,3.982499999999999929e-01,1.299875184540665377e-02,3.136286666666666747e+02,1.820285421093343237e+00,6.068262727272728529e-01,3.931737272727272581e-01,3.121692727272727552e+02
7.625000000000000666e-01,6.114373333333332772e-01,5.899035923454880662e-03,3.885626666666666673e-01,5.899035923454877192e-03,3.114103333333333126e+02,3.678039440429625273e+00,6.058056666666666867e-01,3.941943333333333133e-01,3.121458484848485000e+02
7.674999999999999600e-01,6.049210000000000420e-01,1.206912139714997820e-02,3.950789999999999580e-01,1.206912139714995738e-02,3.120660000000000309e+02,3.438574252344827720e+00,6.038943333333333108e-01,3.961056666666666337e-01,3.121376363636363749e+02
7.725000000000000755e-01,6.081999999999999629e-01,1.942864940386029513e-02,3.917999999999999261e-01,1.942864940386027778e-02,3.107633333333333212e+02,1.244184367664480373e+00,6.023407878787878644e-01,3.976592121212120801e-01,3.121004848484848821e+02
7.774999999999999689e-01,6.005253333333333554e-01,5.789216360965765765e-03,3.994746666666667001e-01,5.789216360965767499e-03,3.129386666666666770e+02,4.158078740129520945e+00,6.016473939393939263e-01,3.983526060606060182e-01,3.120542727272727461e+02
7.825000000000000844e-01,6.034089999999999732e-01,3.613923508903419193e-03,3.965910000000000823e-01,3.613923508903466465e-03,3.113889999999999532e+02,1.377527718554044656e+00,5.999092727272727910e-01,4.000907272727272090e-01,3.118701818181818339e+02
7.874999999999999778e-01,6.010283333333333866e-01,1.938138607690654061e-02,3.989716666666666689e-01,1.938138607690650245e-02,3.121580000000000155e+02,3.858504043407394946e+00,5.989879696969697687e-01,4.010120303030302868e-01,3.117890606060606160e+02
7.925000000000000933e-01,5.920729999999999604e-01,6.701624840609470696e-03,4.079269999999999841e-01,6.701624840609511462e-03,3.123659999999999854e+02,4.361485834410175677e+00,5.965362424242425243e-01,4.034637575757575867e-01,3.118852424242423922e+02
7.974999999999999867e-01,5.903036666666667820e-01,3.207958091498218627e-03,4.096963333333333845e-01,3.207958091498283246e-03,3.113230000000000359e+02,5.591916484159215273e+00,5.939354848484849070e-01,4.060645151515152040e-01,3.119323030303029896e+02
8.025000000000001021e-01,5.943060000000000009e-01,1.255951357937190073e-02,4.056939999999999991e-01,1.255951357937192328e-02,3.116990000000000123e+02,5.978317786430849878e+00,5.908283939393939033e-01,4.091716060606061522e-01,3.120223939393939077e+02
8.074999999999999956e-01,5.910483333333333977e-01,1.990024508131228373e-02,4.089516666666666578e-01,1.990024508131233577e-02,3.108299999999999841e+02,4.308451666281491121e+00,5.878290303030302422e-01,4.121709696969698133e-01,3.120034848484847885e+02
8.125000000000000000e-01,5.916156666666665398e-01,1.368529577378416011e-02,4.083843333333334047e-01,1.368529577378413582e-02,3.127363333333333344e+02,1.351645634117119688e+00,5.850916060606060620e-01,4.149083939393939380e-01,3.121099090909090705e+02
8.175000000000000044e-01,5.844683333333332564e-01,6.463888782593058165e-03,4.155316666666666880e-01,6.463888782593041685e-03,3.124683333333333053e+02,3.989813887940030224e+00,5.819260606060605578e-01,4.180739393939393866e-01,3.121326969696969513e+02
8.225000000000000089e-01,5.763126666666666953e-01,3.479642404614101403e-02,4.236873333333333602e-01,3.479642404614102097e-02,3.125836666666666588e+02,6.853759506520435973e-01,5.781807878787879051e-01,4.218192121212121504e-01,3.121179090909091087e+02
8.275000000000000133e-01,5.740220000000000322e-01,2.747120042834598833e-02,4.259780000000000233e-01,2.747120042834597445e-02,3.117543333333333067e+02,3.880795857080119760e+00,5.749980606060607347e-01,4.250019393939394319e-01,3.122021515151515132e+02
8.325000000000000178e-01,5.675323333333333053e-01,4.752920596248687291e-02,4.324676666666666947e-01,4.752920596248690066e-02,3.127306666666666501e+02,1.476510799977451160e+00,5.703048181818182183e-01,4.296951818181818927e-01,3.122172424242424427e+02
8.375000000000000222e-01,5.732973333333333255e-01,4.444284695530734824e-02,4.267026666666666745e-01,4.444284695530736212e-02,3.125596666666666010e+02,3.726832793722365533e+00,5.646569090909091537e-01,4.353430909090909573e-01,3.122831212121212161e+02
8.425000000000000266e-01,5.662073333333332847e-01,3.945723847934563822e-02,4.337926666666666597e-01,3.945723847934568679e-02,3.124086666666667043e+02,1.988310300695469657e+00,5.591650303030303304e-01,4.408349696969697251e-01,3.121943030303030469e+02
8.475000000000000311e-01,5.508750000000000036e-01,4.555732828212304131e-02,4.491249999999999964e-01,4.555732828212303437e-02,3.122033333333333189e+02,2.139839647052950156e+00,5.539841212121212610e-01,4.460158787878788500e-01,3.121503636363636360e+02
8.525000000000000355e-01,5.552936666666666854e-01,3.009122915184663655e-02,4.447063333333333701e-01,3.009122915184658104e-02,3.122496666666666556e+02,5.858672417999224891e+00,5.486519393939395250e-01,4.513480606060606415e-01,3.120996666666666783e+02
8.575000000000000400e-01,5.426803333333333201e-01,3.505103780833875721e-02,4.573196666666666244e-01,3.505103780833875027e-02,3.118650000000000091e+02,1.559878271604035360e+00,5.434994545454546744e-01,4.565005454545454922e-01,3.121534242424242507e+02
8.625000000000000444e-01,5.289213333333333544e-01,8.383314582568950762e-03,4.710786666666666456e-01,8.383314582568940354e-03,3.115546666666666624e+02,3.107349799254795375e+00,5.392012424242423885e-01,4.607987575757575560e-01,3.121800909090908931e+02
8.674999999999999378e-01,5.312050000000000383e-01,1.578169912044345008e-02,4.687950000000000172e-01,1.578169912044339804e-02,3.117593333333333590e+02,1.511495904376177091e+00,5.339349090909091267e-01,4.660650909090909289e-01,3.122124242424242766e+02
8.725000000000000533e-01,5.274783333333333823e-01,3.163207345531779402e-02,4.725216666666666732e-01,3.163207345531783565e-02,3.119849999999999568e+02,2.125668671064573800e+00,5.286184848484848375e-01,4.713815151515151625e-01,3.121537878787878526e+02
8.775000000000000577e-01,5.176586666666666003e-01,3.350752395067171929e-02,4.823413333333332886e-01,3.350752395067170541e-02,3.120260000000000105e+02,3.426986595860114004e+00,5.246977878787878469e-01,4.753022121212121531e-01,3.120311515151515778e+02
8.825000000000000622e-01,5.173446666666666749e-01,2.492895928119148036e-02,4.826553333333333806e-01,2.492895928119144219e-02,3.123456666666666592e+02,3.016688738645210588e+00,5.195653636363636307e-01,4.804346363636364248e-01,3.119530606060606601e+02
8.875000000000000666e-01,5.202520000000000477e-01,1.013178002517980784e-02,4.797480000000000078e-01,1.013178002517981825e-02,3.130240000000000009e+02,5.238428602378931487e+00,5.155210303030302033e-01,4.844789696969697967e-01,3.119398787878787971e+02
8.925000000000000711e-01,5.153676666666666684e-01,3.611282117052877494e-02,4.846323333333333316e-01,3.611282117052868473e-02,3.129153333333333080e+02,3.294480191501190092e+00,5.124199999999999866e-01,4.875800000000000689e-01,3.119673030303030714e+02
8.975000000000000755e-01,5.077266666666667705e-01,4.078036434161368823e-02,4.922733333333333405e-01,4.078036434161374374e-02,3.117636666666666656e+02,3.794710692064312774e+00,5.076787575757575333e-01,4.923212424242424667e-01,3.119589090909091169e+02
9.025000000000000799e-01,5.077473333333333283e-01,4.952865561070665668e-02,4.922526666666667272e-01,4.952865561070673994e-02,3.108543333333333862e+02,3.452721167237431832e+00,5.028666969696969913e-01,4.971333030303030642e-01,3.119234545454545469e+02
9.075000000000000844e-01,4.988370000000000304e-01,6.334522178419527139e-02,5.011630000000000251e-01,6.334522178419527139e-02,3.113906666666666752e+02,2.570282362796276754e+00,4.975882121212121256e-01,5.024117878787879299e-01,3.117854545454545701e+02
9.125000000000000888e-01,4.981926666666666170e-01,2.390523322970060024e-02,5.018073333333332720e-01,2.390523322970061759e-02,3.117200000000000273e+02,1.118245565740884073e+00,4.911858181818181124e-01,5.088141818181818321e-01,3.115845757575757489e+02
9.175000000000000933e-01,4.948099999999999721e-01,2.209345813490892416e-02,5.051899999999999169e-01,2.209345813490890334e-02,3.118563333333333389e+02,6.475996617798021049e-01,4.832557575757576163e-01,5.167442424242424392e-01,3.113633939393939727e+02
9.224999999999999867e-01,4.790513333333333290e-01,1.985050218415053414e-02,5.209486666666666155e-01,1.985050218415061046e-02,3.116669999999999732e+02,2.725737579156725765e+00,4.748161818181817484e-01,5.251838181818182516e-01,3.111544242424242839e+02
9.275000000000001021e-01,4.745456666666666434e-01,2.273236161895472035e-02,5.254543333333333566e-01,2.273236161895468219e-02,3.115950000000000273e+02,1.517905715347192874e+00,4.666922424242423428e-01,5.333077575757576572e-01,3.110373030303030077e+02
9.324999999999999956e-01,4.595953333333333557e-01,3.186244085067808929e-02,5.404046666666667553e-01,3.186244085067822113e-02,3.105080000000000382e+02,1.151640991958374771e+00,4.573773636363636652e-01,5.426226363636363903e-01,3.110747575757575873e+02
9.375000000000001110e-01,4.469183333333333619e-01,1.377434387866613690e-03,5.530816666666665826e-01,1.377434387866610004e-03,3.101359999999999673e+02,1.855597662145741733e+00,4.476924848484848951e-01,5.523075151515152159e-01,3.109962727272726966e+02
9.425000000000000044e-01,4.330213333333333137e-01,3.584191112939437429e-02,5.669786666666666308e-01,3.584191112939437429e-02,3.105909999999999513e+02,4.107648465305918428e+00,4.366818484848484783e-01,5.633181515151515217e-01,3.108618787878787657e+02
9.475000000000001199e-01,4.225323333333333431e-01,3.600156805614754263e-02,5.774676666666666014e-01,3.600156805614756345e-02,3.106166666666666174e+02,2.685002781622736645e+00,4.253988181818182390e-01,5.746011818181817610e-01,3.107257878787879122e+02
9.525000000000000133e-01,4.183633333333333648e-01,4.494415809833455372e-02,5.816366666666666907e-01,4.494415809833458147e-02,3.104753333333333103e+02,4.006886664324125213e-01,4.129023939393939302e-01,5.870976060606061253e-01,3.105175757575757416e+02
9.575000000000000178e-01,4.052836666666666532e-01,3.109541052522375032e-02,5.947163333333332913e-01,3.109541052522372256e-02,3.112663333333333071e+02,3.449287010019987054e+00,3.982217878787878140e-01,6.017782121212121860e-01,3.103102727272727179e+02
9.625000000000001332e-01,3.923033333333332817e-01,3.048694705202059305e-02,6.076966666666666628e-01,3.048694705202054794e-02,3.105273333333332744e+02,1.121382063435003351e+00,3.820208787878787704e-01,6.179791212121211741e-01,3.102164242424242389e+02
9.675000000000001377e-01,3.770756666666666423e-01,3.026444276883788476e-02,6.229243333333333021e-01,3.026444276883800619e-02,3.102416666666666174e+02,3.659770022977199666e+00,3.610591818181818069e-01,6.389408181818182486e-01,3.101068181818181415e+02
9.725000000000000311e-01,3.706966666666666743e-01,1.917515897585439499e-02,6.293033333333332147e-01,1.917515897585434989e-02,3.103593333333333817e+02,4.212984287175628673e+00,3.299421757575757286e-01,6.700578242424242159e-01,3.101447575757575237e+02
9.775000000000000355e-01,3.415906666666666536e-01,2.067372271866956338e-02,6.584093333333332909e-01,2.067372271866957725e-02,3.093766666666667220e+02,1.724843866752161281e+00,2.997787151515151072e-01,7.002212848484847818e-01,3.101803636363635519e+02
9.824999999999999289e-01,3.130589999999999762e-01,1.847588207163020774e-02,6.869410000000000238e-01,1.847588207163015223e-02,3.093146666666666533e+02,1.872677941442347782e+00,2.699942545454545040e-01,7.300057454545454405e-01,3.102288181818181556e+02
9.875000000000001554e-01,2.813853333333333762e-01,1.740626703345339588e-02,7.186146666666667349e-01,1.740626703345363527e-02,3.094756666666666547e+02,8.589454708753724299e-01,2.413988545454545664e-01,7.586011454545453780e-01,3.102053636363635860e+02
9.925000000000000488e-01,2.163396666666666524e-01,1.390849634037201639e-02,7.836603333333332921e-01,1.390849634037199557e-02,3.089303333333333512e+02,1.288904453192145638e+00,2.139834848484848673e-01,7.860165151515150495e-01,3.102490909090909099e+02
9.975000000000000533e-01,9.073426666666667417e-02,1.172612219243223189e-02,9.092657333333332703e-01,1.172612219243237240e-02,3.110083333333333826e+02,4.668425357862883374e+00,1.879524484848485166e-01,8.120475515151515111e-01,3.103187878787878731e+02
